Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
ＫＡＧＵＲＩ,@_kaguri_,2024-06-29T15:20:11.000Z,False,dbddemam berdarah darah,1,0,0,49,[],[],[],https://pbs.twimg.com/profile_images/1916526777205489664/vCJd734L_normal.jpg,https://x.com/_kaguri_/status/1807071572680901099,tweet_id:1807071572680901099
Ruru,@rurukidz,2024-06-29T14:27:25.000Z,False,"Semangat ya jadee, serius dah gw berharap banget u sehat² aja  u kuat bgt aseli... demam berdarah loh ini  pokoke semangat, semoga cepat sembuh dan utulnya dilancarkan yak ",1,0,0,94,[],[],"['\\U0001f62d', '\\U0001f614', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1813491376635670528/TGPQMb1m_normal.jpg,https://x.com/rurukidz/status/1807058295821381737,tweet_id:1807058295821381737
ky! ᯓ★,@ternaksalmonn,2024-06-29T13:08:21.000Z,False,"kejadian gw 2 hari terakhir, radang + demam + batuk, jatuh di pantai, hp kecebur + rusak, kaki berdarah dan besok balik sg ",0,1,0,171,[],[],['\\U0001f600'],https://pbs.twimg.com/profile_images/1892222652410200064/ZeIM6iP3_normal.jpg,https://x.com/ternaksalmonn/status/1807038394842894455,tweet_id:1807038394842894455
cacaa,@intrevald,2024-06-29T10:52:15.000Z,False,dbd varian B - demam berdarah dikarenakan bas,0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1893381386251190272/MZVWQQgQ_normal.jpg,https://x.com/intrevald/status/1807004147151196220,tweet_id:1807004147151196220
jsal,@jesssaaalw,2024-06-29T10:43:46.000Z,False,"off dl ya krn tiap buka tl psti skit hati, sedih, merenung, stress, depresi, tantrum, bipolar, anxiety, demam berdarah #maunontontheatersementarajuga",1,1,2,580,['#maunontontheatersementarajuga'],[],[],https://pbs.twimg.com/profile_images/1835114678525243392/M7fp_lDJ_normal.jpg,https://x.com/jesssaaalw/status/1807002010258153898,tweet_id:1807002010258153898
memei,@bukanroyc0_,2024-06-29T05:40:09.000Z,False,"Dari kelompok penyakit ini, yang disebabkan oleh virus adalah...
a. cacar, trakom, tifus, influenza
b. influenza, cacar, rabies, polio
c. influenza, kolera, demam berdarah, TBC
d. campak, radang paru-paru, polio, cacar#MyLoveMixUpTHep4",0,0,0,147,['#MyLoveMixUpTHep4'],[],[],https://pbs.twimg.com/profile_images/1902299756069871616/ee_AKjod_normal.jpg,https://x.com/bukanroyc0_/status/1806925601548157076,tweet_id:1806925601548157076
rey¹²⁷,@fpdlskxk,2024-06-29T04:16:16.000Z,False,makasiih banget. kena demam berdarah ,1,0,0,30,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1839272421146107904/y6fupU7q_normal.jpg,https://x.com/fpdlskxk/status/1806904492086231218,tweet_id:1806904492086231218
Ardan News,@ArdanNews,2024-06-29T02:51:34.000Z,False,"Sosialisasi Pencegahan Demam Berdarah Dengue Sasar Ratusan Siswa SMA-SMK di 17 Daerah: DBD masih jadi ancaman di dunia kesehatan, telah penanganan bisa picu kematian demi cegah DBD digelar edukasi pencegahan DBD pada 23 siswa SMA/SMK.",0,0,0,38,[],[],[],https://pbs.twimg.com/profile_images/378800000793166851/c047eb533f8add132bf309682431bde2_normal.jpeg,https://x.com/ArdanNews/status/1806883177644142716,tweet_id:1806883177644142716
Kodim 0807,@Kodim_0807,2024-06-29T01:34:12.000Z,False,Anggota Kodim 0807 Tulungagung Gelar Kegiatan 3M dan Pembersihan Lingkungan Cegah Demam Berdarah - https://bit.ly/4cIg4z4,0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/937531110421966848/Yp3qGNcS_normal.jpg,https://x.com/Kodim_0807/status/1806863709169668175,tweet_id:1806863709169668175
Kurnia Bijaksana,@mkbijaksana,2024-06-28T14:54:24.000Z,True,"kecelakaan, habis dikeroyok orang, berdarah-darah:
ah santai. masih bisa lari-lari, masih bisa kerjademam:
otw nulis surat wasiat, tobat, minta maaf ke keluarga dan teman-teman",3,1,10,1.2K,[],[],[],https://pbs.twimg.com/profile_images/1880679772684201985/6pDXgUSp_normal.jpg,https://x.com/mkbijaksana/status/1806702698722676773,tweet_id:1806702698722676773
Chey — 北信介.,@jvsugnh,2024-06-28T13:05:47.000Z,False,"pernah, cuma gara"" demam berdarah plcc ",0,0,0,21,[],[],"['\\U0001f62e\\u200d\\U0001f4a8', '\\U0001f62e\\u200d\\U0001f4a8']",https://pbs.twimg.com/profile_images/1800018084117499904/hI0b-D-R_normal.jpg,https://x.com/jvsugnh/status/1806675361624961356,tweet_id:1806675361624961356
pokyeng,@hmrl_izurin,2024-06-28T11:20:28.000Z,False,"Haa kau letak kepala terus hilang eh.., overlimit dh kau push ni yeen hahaha dgn hidung berdarah demam lagi kaki still jalann",0,0,0,232,[],[],[],https://pbs.twimg.com/profile_images/1599072552021684224/-ow5KBdq_normal.jpg,https://x.com/hmrl_izurin/status/1806648858342248762,tweet_id:1806648858342248762
dew,@bubblefrappe,2024-06-28T11:18:05.000Z,False,"trs pernah suatu hari anaknya bilang kyk gini:

""dok gigiku sakit smpe berdarah pas pake behelnya trus demam, tp aku gaenak sm dokter udh bayar mahal2""

YA ALLAH DEEEKKK TOLONG DUNIA JGN JAHAT2 KE DIA PLIS UMUR 10 TAHUN UDH BISA NGOMONG KAYAK GINI ",1,0,0,72,[],[],"['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1919233851198717952/HW-q8Ph0_normal.jpg,https://x.com/bubblefrappe/status/1806648257071940034,tweet_id:1806648257071940034
Cik Puan Izyani,@Fazuyan,2024-06-28T10:58:51.000Z,False,Tapi tu lah demam batuk sakit tekak smpi berdarah ni mak makan pun x da mood..,0,0,0,119,[],[],[],https://pbs.twimg.com/profile_images/1909285219779461122/cVjA00FT_normal.jpg,https://x.com/Fazuyan/status/1806643420708147379,tweet_id:1806643420708147379
siapa sih namanya?,@boii_mmm,2024-06-28T10:10:38.000Z,False,"ga sih,malu kalo dijmpt pake nyamuk demam berdarah",1,0,0,184,[],[],[],https://pbs.twimg.com/profile_images/1859090854738358274/MnXZXl-Z_normal.jpg,https://x.com/boii_mmm/status/1806631284397220108,tweet_id:1806631284397220108
A.Rahman,@a_rahman566465,2024-06-28T09:00:36.000Z,False,"Hit Good Knight Xpress Refill Apple 45 Hari x2- Refill Obat Nyamuk Elektrik - Bunuh Nyamuk Penyebab Demam Berdarah (DBD) 
Dapatkan di Shopee sekarang Juga!",0,0,0,112,[],[],[],https://pbs.twimg.com/profile_images/1715726647708770304/7YlCRq-O_normal.jpg,https://x.com/a_rahman566465/status/1806613658899718439,tweet_id:1806613658899718439
Wedangan,@Wedangan4,2024-06-28T07:46:26.000Z,False,"Ditempat aku 
Penderita demam berdarah meningkat begitu pesat ....
Mengapa ya.....",0,0,0,41,[],[],[],https://pbs.twimg.com/profile_images/1837600703046733825/G1j_trOR_normal.jpg,https://x.com/Wedangan4/status/1806594996222791746,tweet_id:1806594996222791746
Komunitas Konsumen dan Pelaku Usaha Nasional,@kkpunasional,2024-06-28T07:44:06.000Z,False,"Itu kan narasi dan pernyataan untuk kalangan sendiri, bukan? 

Kalau kita yang simak dan cermati serius, bisa-bisa demam berdarah. ",0,0,0,166,[],[],"['\\U0001f974', '\\U0001f937\\U0001f3fb\\u200d\\u2642\\ufe0f']",https://pbs.twimg.com/profile_images/1191062122786017280/rptTYVGa_normal.jpg,https://x.com/kkpunasional/status/1806594407300554946,tweet_id:1806594407300554946
NusaBali.com,@nusabalicom,2024-06-28T03:18:43.000Z,False,Kasus Demam Berdarah Dengue (DBD) di Kota Denpasar hingga 26 Juni 2024 tembus angka 1.043 kasus.,0,1,0,37,[],[],[],https://pbs.twimg.com/profile_images/945080460782092288/GHy0yfmd_normal.jpg,https://x.com/nusabalicom/status/1806527621829972043,tweet_id:1806527621829972043
Antara Bengkulu,@ANTARABengkulu,2024-06-28T03:15:56.000Z,False,Dinas Kesehatan (Dinkes) Provinsi Bengkulu meminta instansi pelayanan baik RSUD maupun puskesmas untuk menyiapkan fasilitas agar tidak terjadi antrean panjang dalam memberikan pelayanan pengobatan bagi pasien demam berdarah dengue (DBD).https://bengkulu.antaranews.com/berita/352506/dinkes-bengkulu-minta-instansi-pelayanan-siapkan-fasilitas-dbd…,0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/435974546345041920/CGEO3n7r_normal.jpeg,https://x.com/ANTARABengkulu/status/1806526920131223635,tweet_id:1806526920131223635
It'sMe_Sarah,@nameItAllSarah,2024-06-28T01:04:26.000Z,True,"https://antaranews.com/berita/4170939/kemenkes-targetkan-230-kabupaten-dan-kota-uji-coba-nyamuk-wolbachia…Kementerian Kesehatan menargetkan sekitar 230 kabupaten dan kota di Indonesia dapat melakukan uji coba penerapan nyamuk Wolbachia dalam kurun waktu lima tahun ke depan, sebagai upaya mengurangi penyebaran demam berdarah dengue (DBD).

Direktur Pencegahan",0,0,0,84,[],[],[],https://pbs.twimg.com/profile_images/1916625762884755456/uqmgG4E6_normal.jpg,https://x.com/nameItAllSarah/status/1806493830558236929,tweet_id:1806493830558236929
penikmat яuti kupi,@yunusbara71,2024-06-27T17:13:46.000Z,False,Jangankan di hacker kadang demam berdarah aja contoh kecil. Kalau belum kejangkit pasti merasa sehat sehat aja. Setelah kena baru sadar kalau ada demam berdarah. Jadi bukan antisipasi dulu tapi baru menyesal kemudian.,0,0,3,1.2K,[],[],[],https://pbs.twimg.com/profile_images/1631869106927583232/vX6EM2TA_normal.jpg,https://x.com/yunusbara71/status/1806375383157367211,tweet_id:1806375383157367211
HMDM FMIPA UI,@HMDMathUI,2024-06-27T13:25:18.000Z,False,"Nama: Tania Naomi Serepina S.
Pukul: 8.00–10.00 WIB
Judul: Prediksi Jumlah Insiden Demam Berdarah di DKI Jakarta Menggunakan ARIMA-GRNN (General Regression Neural Network)",1,0,1,90,[],[],[],https://pbs.twimg.com/profile_images/1038400748936032257/mV9AIU8N_normal.jpg,https://x.com/HMDMathUI/status/1806317885863944333,tweet_id:1806317885863944333
64707503d460,@d46do1,2024-06-27T13:22:11.000Z,False,"Ahmad dluwih
Sakit Demam Berdarah",0,0,1,50,[],[],[],https://pbs.twimg.com/profile_images/1723573356732219392/I--UUppG_normal.jpg,https://x.com/d46do1/status/1806317101701103669,tweet_id:1806317101701103669
Komunitas Konsumen dan Pelaku Usaha Nasional,@kkpunasional,2024-06-27T10:19:29.000Z,False,"Itu narasi dan pernyataan untuk kalangan mereka sendiri. 

Kita yang menyimak bisa demam berdarah jika diseriusin. ",1,0,0,24,[],[],"['\\U0001f974', '\\U0001f937\\U0001f3fb\\u200d\\u2642\\ufe0f']",https://pbs.twimg.com/profile_images/1191062122786017280/rptTYVGa_normal.jpg,https://x.com/kkpunasional/status/1806271125732856053,tweet_id:1806271125732856053
𝑶𝑯𝑴.,@xthipakorn,2024-06-27T10:07:58.000Z,False,"# asam lambung gua kumat, gendang telinga gua berdarah, gua ikut demam.
Kejutan banget hari ini ",0,0,0,98,[],[],['\\U0001faf5'],https://pbs.twimg.com/profile_images/1920986943925743618/N2bIgm5i_normal.png,https://x.com/xthipakorn/status/1806268224759005655,tweet_id:1806268224759005655
Angling_Darma,@Heri_Libra01,2024-06-27T09:29:59.000Z,False,DBD atau demam berdarah,0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1885921524743643136/Q5PImhrg_normal.jpg,https://x.com/Heri_Libra01/status/1806258667395621277,tweet_id:1806258667395621277
Jyn,@javanesseee,2024-06-27T05:48:27.000Z,False,"Iya udh telat itu kalo sampe berdarah, namanya aja demam berdarah dengue",0,0,0,56,[],[],[],https://pbs.twimg.com/profile_images/1906179564264656896/R4tFYt2T_normal.jpg,https://x.com/javanesseee/status/1806202917063389211,tweet_id:1806202917063389211
IG :Kulinersukoharjo,@Kuliner_SKH,2024-06-27T04:09:57.000Z,False,MENCEGAH DEMAM BERDARAH DI RUMAH,0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/473384222921474048/2hDIQRGH_normal.png,https://x.com/Kuliner_SKH/status/1806178127145779370,tweet_id:1806178127145779370
Zchool Sharing Media,@zchoolsm,2024-06-27T01:36:44.000Z,False,"Jaga Kebersihan Diri dan Lingkungan:
- Cuci tangan secara teratur dengan sabun dan air mengalir.
- Pastikan lingkungan sekitar tetap bersih dan bebas dari genangan air untuk mencegah berkembangnya nyamuk yang bisa menyebabkan penyakit seperti demam berdarah.",1,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1404871734721871878/VAKiBcqF_normal.jpg,https://x.com/zchoolsm/status/1806139569315987486,tweet_id:1806139569315987486
🄿🄻🄰🅃,@aenesaja,2024-06-27T01:20:49.000Z,False,"Trus kita² harus ngumpulin fotocopy katepe dan kaka lagi? Nambah²in tugas pak erte aja kalian... Demam berdarah aja belon kelar, ini nambah tugas pulak...",0,0,0,94,[],[],"['\\u270c\\ufe0f', '\\U0001f62b']",https://pbs.twimg.com/profile_images/1628362656368451601/cYI18Nl3_normal.jpg,https://x.com/aenesaja/status/1806135563168469297,tweet_id:1806135563168469297
Ence,@ence_dwi,2024-06-27T01:15:42.000Z,False," : Eeeh Pak Zilla, izin fogging ya pak. Lagi musim demam berdarah nih. : Yook mari mari.",1,0,0,154,[],[],"['\\U0001f468\\U0001f3fb', '\\U0001f996']",https://pbs.twimg.com/profile_images/1878953753027694592/QW13XF7-_normal.jpg,https://x.com/ence_dwi/status/1806134276175569015,tweet_id:1806134276175569015
,@ajaegerist,2024-06-26T19:26:37.000Z,False,syukurlah kalau udah ngga berdarah. semoga kedepannya ngga gitu lagi. btw JGN TIPES ANJAY MENDING DEMAM 39 derajat,0,0,0,60,[],[],[],https://pbs.twimg.com/profile_images/1864247792711159814/t_iZ48ey_normal.jpg,https://x.com/ajaegerist/status/1806046425459081725,tweet_id:1806046425459081725
니사⁷,@epiphanisa,2024-06-26T19:07:57.000Z,False,"[PROMO 2PCS] Hit Aerosol Lily Blossom 600 ml - Obat Nyamuk Semprot Spray Sprai - Bunuh Nyamuk Penyebab Demam Berdarah (DBD) Dengue

Potongan koin lazada 31%https://s.lazada.co.id/s.rubu1?cc",1,0,0,150,[],[],[],https://pbs.twimg.com/profile_images/1814967992058535936/kwE2JueJ_normal.jpg,https://x.com/epiphanisa/status/1806041730653061265,tweet_id:1806041730653061265
ayaaa,@japchayee,2024-06-26T16:25:52.000Z,False,"Aku seumur-umur ga pernah sakit sampe sendi pada sakit, kek panas tinggi gara"" demam berdarah aku masih bisa nulis, tapi akhir-akhir ini cuma demam biasa aja sendi sakit semua bjirr lemes  entah faktor u atau gara"" vaksin ini  tapi aku masih 23thn ",0,0,0,125,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1569605723264548864/_ZCmXsBW_normal.jpg,https://x.com/japchayee/status/1806000941122130251,tweet_id:1806000941122130251
Kichune,@Kichuunee,2024-06-26T15:00:48.000Z,False,"Ya ampun vixeeeenn tiati dong, takutnya nyamuk demam berdarah :(",0,0,1,32,[],[],[],https://pbs.twimg.com/profile_images/1914263363993079808/1F68h2sR_normal.jpg,https://x.com/Kichuunee/status/1805979532358484142,tweet_id:1805979532358484142
Kodim Sampang,@Kodim0828,2024-06-26T14:42:43.000Z,False,"Kodim Sampang Intensifkan Fogging: Upaya Serius Cegah Demam Berdarah di Lingkungan Makodim
-----------#KabupatenSampang#kodam5brw#korem084#KodimSampang#tniprima#profesional#responsif#integratif#modern#adaptif#tniad#tni",0,0,1,43,"['#KabupatenSampang', '#kodam5brw', '#korem084', '#KodimSampang', '#tniprima', '#profesional', '#responsif', '#integratif', '#modern', '#adaptif', '#tniad', '#tni']",[],[],https://pbs.twimg.com/profile_images/1397420047220449284/wWcZ4gEz_normal.jpg,https://x.com/Kodim0828/status/1805974979512857048,tweet_id:1805974979512857048
alei,@aleiiaasy,2024-06-26T14:24:38.000Z,False,dbd apaa? Demam berdarah???,1,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1873267533433966592/AgNqyuH8_normal.jpg,https://x.com/aleiiaasy/status/1805970430777540693,tweet_id:1805970430777540693
CharizArt,@RabunJauh30,2024-06-26T14:15:07.000Z,False,Kalo pencapaian ku kena demam berdarah 5x dalam jenjang hidup,1,0,1,20,[],[],[],https://pbs.twimg.com/profile_images/1914220880428961792/JeqhFjP6_normal.jpg,https://x.com/RabunJauh30/status/1805968033279824087,tweet_id:1805968033279824087
mba mba pake susuk,@champagnetoasst,2024-06-26T13:01:32.000Z,False,"Move on ku kerja, lembur. Sampe kena demam berdarah Akhirnya menyadari trnyta move on lbh enak jalur healing drpd lembur 2 tahunan aku dulu~",0,0,1,201,[],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1914206823181414400/D3FJcOUm_normal.jpg,https://x.com/champagnetoasst/status/1805949517403148711,tweet_id:1805949517403148711
CNBC Indonesia,@cnbcindonesia,2024-06-26T11:01:45.000Z,False,Dampak El Nino Ngeri: Peru Resesi - Demam Berdarah Menggila,0,0,0,335,[],[],[],https://pbs.twimg.com/profile_images/1807628873280229376/HRo6_zxP_normal.jpg,https://x.com/cnbcindonesia/status/1805919373191950376,tweet_id:1805919373191950376
BATAMTODAY,@batamtoday,2024-06-26T09:40:23.000Z,False,Sequis Ingatkan Langkah Preventif Cegah Demam Berdarahhttps://batamtoday.com/home/read/205390/Sequis-Ingatkan-Langkah-Preventif-Cegah-Demam-Berdarah…,0,0,0,41,[],[],[],https://pbs.twimg.com/profile_images/1799011571144024064/qr8aKfZ0_normal.jpg,https://x.com/batamtoday/status/1805898897187098946,tweet_id:1805898897187098946
IDN Times,@IDNTimes,2024-06-26T09:14:43.000Z,True,"Siklus demam berdarah yang tidak bisa diprediksi, Kemenkes RI telah mengembangkan berbagai inovasi strategi pencegahan demam berdarah. Yang paling terbaru adalah nyamuk ber-Wolbachia. #IDNTimesHealth https://idntimes.com/health/fitness/rifki-wuda-sudirman/akibat-global-warming-siklus-kasus-dbd-makin-sulit-diprediksi?utm_source=twitter&utm_medium=twitter&utm_campaign=twitter…",0,0,0,166,['#IDNTimesHealth'],[],[],https://pbs.twimg.com/profile_images/1724291491164717056/4eicKfLo_normal.jpg,https://x.com/IDNTimes/status/1805892435597472033,tweet_id:1805892435597472033
delilah ۶ৎ,@dellyposy,2024-06-26T08:47:38.000Z,False,"dulu pernah demam hampir 2 minggu tapi gak sembuh-sembuh, kirain kecapekan karena overwork. soalnya ke klinik 2 kali cuma dibilang radang, tapi suster di klinik in house curiga takutnya demam berdarah akhirnya disuruh tes darah ke RS dan ternyata positif tifus.  https://x.com/convomf/status/convomf/status/1805879760305762597…",1,0,0,95,[],[],['\\U0001f643'],https://pbs.twimg.com/profile_images/1922533455402868736/OZUpaTh7_normal.jpg,https://x.com/dellyposy/status/1805885621111840807,tweet_id:1805885621111840807
yayu arundina,@arundina3,2024-06-26T07:19:15.000Z,False,Mantul tenan ini mah. Yuk manfaatin smartfren biar gak kena Demam Berdarah #100PersenUntukIndonesia #SmartfrenCommunity #TemanPintarIndonesia #GardaStabilitas,1,0,0,17,"['#100PersenUntukIndonesia', '#SmartfrenCommunity', '#TemanPintarIndonesia', '#GardaStabilitas']",[],[],https://pbs.twimg.com/profile_images/1314566129210122241/LzjyanwQ_normal.jpg,https://x.com/arundina3/status/1805863378147229736,tweet_id:1805863378147229736
captain medan3 nusakita,@CaptainMedan3,2024-06-26T04:45:35.000Z,False,"Bio Farma berpartisipasi dgn menjadi pembicara pada International Arbovirus Summit Indonesia 2024.

Pertemuan ini salah satunya membahas untuk mengatasi ancaman penyakit Arbovirus seperti demam berdarah dengue, zika, Japanese encephalitis dan chikungunya.#Arbovirus #BioFarmaID",0,0,0,57,"['#Arbovirus', '#BioFarmaID']",[],[],https://pbs.twimg.com/profile_images/1627503891997917189/bc9ueNI6_normal.jpg,https://x.com/CaptainMedan3/status/1805824707587195293,tweet_id:1805824707587195293
Kodim_0820_PROBOLINGGO,@0820Kodim,2024-06-26T03:20:50.000Z,False,"Sebagai bentuk antisipasi berkembang-biaknya nyamuk Aedes Aegypti dan menyebarnya penyakit Demam Berdarah Dengue (DBD), Kodim 0820/Probolinggo melalui Koramil jajaran melakukan pendampingan dalam kegiatan Fogging.",0,0,1,64,[],[],[],https://pbs.twimg.com/profile_images/1304046912371265537/jkjzNGtA_normal.jpg,https://x.com/0820Kodim/status/1805803379371000252,tweet_id:1805803379371000252
Gunawan Wibisono,@gunawan_wibiz,2024-06-26T01:38:21.000Z,False,"enak aja lompat ke jurang, jabatan dicari sampai bercucuran keringat dan air mata, sampai demam berdarah kok dilepasin, yg penting bisa dinikmati anak cucu, masalah dibobol sekali kali kecolongan kan gak papa, jogetin aja gitu aja kok repot ",0,0,0,150,[],[],['\\U0001f92d'],https://pbs.twimg.com/profile_images/992398741343629312/j5Cswq3B_normal.jpg,https://x.com/gunawan_wibiz/status/1805777588813808018,tweet_id:1805777588813808018
Bumn_Kalimantan_Berdaya,@BerdayaBumn,2024-06-25T15:18:37.000Z,False,"Pertemuan ini salah satunya membahas untuk mengatasi ancaman penyakit Arbovirus seperti demam berdarah dengue, zika, Japanese encephalitis dan chikungunya.#Arbovirus #BioFarmaID",0,0,0,40,"['#Arbovirus', '#BioFarmaID']",[],[],https://pbs.twimg.com/profile_images/1558882160308002816/2O9xBVOw_normal.jpg,https://x.com/BerdayaBumn/status/1805621626580746301,tweet_id:1805621626580746301
Antara Kalbar,@antarakalbar,2024-06-25T13:33:45.000Z,False,lima dari enam kasus meninggal dunia karena demam berdarah dengue (DBD) di daerah itu terjadi pada anak-anak.https://kalbar.antaranews.com/berita/582957/kasus-meninggal-akibat-dbd-di-tangerang-didominasi-anak-anak…,0,0,0,71,[],[],[],https://pbs.twimg.com/profile_images/1914951437685284865/zg1pTBPa_normal.jpg,https://x.com/antarakalbar/status/1805595236032561343,tweet_id:1805595236032561343
"Tasliah Muhammad TabraniSuga ,jin",@TabraniTasliah,2024-06-25T10:55:35.000Z,False,"Alhamdulillah tasyakuran selamatan  sederhana berjalan lancar semoga disehatkan seperti sediakan dijauhkan dari penyakit demam berdarah dan tipes aamiin, ",0,0,2,83,[],[],"['\\U0001f932', '\\U0001f60a']",https://pbs.twimg.com/profile_images/1912892359739863040/z1rG02Ox_normal.jpg,https://x.com/TabraniTasliah/status/1805555432934846959,tweet_id:1805555432934846959
Radar Tuban,@radartuban,2024-06-25T10:07:02.000Z,False,Chikungunya Samakah dengan Demam Berdarah? Ini Ciri dan Pencegahannya,0,0,0,61,[],[],[],https://pbs.twimg.com/profile_images/1680806462321463297/SNI63qhe_normal.jpg,https://x.com/radartuban/status/1805543214407106796,tweet_id:1805543214407106796
Kirana,@kiranaiueo,2024-06-25T09:58:54.000Z,False,"Udah 3 temenku tumbang gara gara mixed infection demam berdarah sama tifoid. Jaga kesehatan yahhh guyss, sibuk boleh tapi jangan lupa istirahat, makan, minum cukup dan jangan jajan sembarangan  yah.",3,0,3,314,[],[],[],https://pbs.twimg.com/profile_images/1920105574269943808/862X7_yJ_normal.jpg,https://x.com/kiranaiueo/status/1805541166529888415,tweet_id:1805541166529888415
