Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Radio Suara Pasuruan FM 107,@suarapasuruan,2024-04-29T10:52:10.000Z,False,"#suarapasuruannewsupdate Pj. Bupati Pasuruan, Andriyanto mengajak seluruh masyarakat untuk meningkatkan kwaspadaan akan bahaya penyakit demam berdarah dengue alias DBD.https://pasuruankab.go.id/isiberita/177-kasus-dbd-dalam-4-bulan-pj-bupati-andriyanto-minta-warga-tingkatkan-phbs…",0,0,0,48,['#suarapasuruannewsupdate'],[],[],https://pbs.twimg.com/profile_images/1902034877341650944/X-YC5U5g_normal.jpg,https://x.com/suarapasuruan/status/1784898465643872421,tweet_id:1784898465643872421
Fauzi Firmansyah,@FauziFrmnsyh,2024-04-29T09:07:20.000Z,False,"Sekali loro, langsung seng parah njir. Langsung kopid ambek demam berdarah",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1539997111294365702/kFbyxNKl_normal.jpg,https://x.com/FauziFrmnsyh/status/1784872080808288265,tweet_id:1784872080808288265
Batampos,@BatamPos,2024-04-29T08:58:40.000Z,False,"Atasi Demam Berdarah, Dinkes Ajak Masyarakat Terapkan PSN 3 M Plus#Dinkes #PSN https://metro.batampos.co.id/atasi-demam-berdarah-dinkes-ajak-masyarakat-terapkan-psn-3-m-plus/…",0,0,0,68,"['#Dinkes', '#PSN']",[],[],https://pbs.twimg.com/profile_images/1874143172068335616/lYET-57s_normal.jpg,https://x.com/BatamPos/status/1784869899757592594,tweet_id:1784869899757592594
Dinas Kesehatan Kota Salatiga,@dinkes_sala3,2024-04-29T08:22:55.000Z,False,"Hai SobatSalsa..
Berikut kami sampaikan informasi jumlah pasien Demam Dengue dan Demam Berdarah Dengue di Kota Salatiga update Minggu, 28 April 2024.",0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1214025121230254081/3UIeywE9_normal.jpg,https://x.com/dinkes_sala3/status/1784860904204435685,tweet_id:1784860904204435685
Dinas Kesehatan Kota Salatiga,@dinkes_sala3,2024-04-29T08:22:50.000Z,False,"Hai SobatSalsa..
Berikut kami sampaikan informasi jumlah pasien Demam Dengue dan Demam Berdarah Dengue di Kota Salatiga update Minggu, 28 April 2024.",0,0,0,30,[],[],[],https://pbs.twimg.com/profile_images/1214025121230254081/3UIeywE9_normal.jpg,https://x.com/dinkes_sala3/status/1784860882658373960,tweet_id:1784860882658373960
IDN Times Jateng,@IDNTimesJateng,2024-04-29T08:13:48.000Z,False,"Mengenal Virus Dengue, Penyebab Demam Berdarah pada Manusia  https://jateng.idntimes.com/health/fitness/nadhifa-143/mengenal-virus-dengue-penyebab-demam-berdarah-pada-manusia-c1c2?utm_source=twitter&utm_medium=twitter&utm_campaign=dlvr.it…",0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1318865233679544320/SWX_2Za2_normal.jpg,https://x.com/IDNTimesJateng/status/1784858609924649162,tweet_id:1784858609924649162
IG :Kulinersukoharjo,@Kuliner_SKH,2024-04-29T07:55:18.000Z,False,MENCEGAH DEMAM BERDARAH DI RUMAH,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/473384222921474048/2hDIQRGH_normal.png,https://x.com/Kuliner_SKH/status/1784853956973519018,tweet_id:1784853956973519018
CNN Indonesia Daily,@CNNIDdaily,2024-04-29T07:00:00.000Z,False,"Jumlah kasus demam berdarah dengue atau DBD kian melambung tinggi di Indonesia. Menteri Kesehatan Budi Gunadi Sadikin mengatakan, pemberian vaksinasi untuk pencegahan DBD merupakan salah satu solusi untuk memberikan perlindungan yang lebih menyeluruh. http://cnnindonesia.com/tv",0,0,1,379,[],[],[],https://pbs.twimg.com/profile_images/1036896306298478594/znKYHgGR_normal.jpg,https://x.com/CNNIDdaily/status/1784840037030318512,tweet_id:1784840037030318512
Tengaran Koramil,@TrgnKoramil6,2024-04-29T06:32:49.000Z,False,"Bertempat di Dusun Krajan 2 Desa Bener Kec. Tengaran Kab. Semarang, Babinsa Desa Bener Serda Ribut W melaksanakan pendampingan dan monitoring kegiatan fogging pemberantasan nyamuk Demam berdarah.
Senin(29/04/2024).",0,0,0,38,[],[],[],https://pbs.twimg.com/profile_images/1672064788044861440/D_2PcKCb_normal.jpg,https://x.com/TrgnKoramil6/status/1784833196301156561,tweet_id:1784833196301156561
Kodim 0720/Rembang,@KodimRembang,2024-04-29T06:02:18.000Z,False,Babinsa desa Megal Serda Winarto melaksanakan Komsos dengan warga desa Megal dengan pembahasan waspada demam berdarah bertempat di wilayah desa Megal kecamatan Pamotan.,0,0,0,40,[],[],[],https://pbs.twimg.com/profile_images/1320585122177896448/kemYp5kB_normal.jpg,https://x.com/KodimRembang/status/1784825516115345719,tweet_id:1784825516115345719
Kuma Kurma (Indie Vtuber),@KumKurma,2024-04-29T05:31:45.000Z,False,aku demam berdarah,0,0,0,108,[],[],[],https://pbs.twimg.com/profile_images/1913624000435294208/O3NN7S1B_normal.jpg,https://x.com/KumKurma/status/1784817830434902263,tweet_id:1784817830434902263
DPP BANTENG MUDA INDONESIA,@DPPBMI,2024-04-29T05:20:26.000Z,True,"Langkah sederhana, perlindungan besar. Dengan pola 3M pulus, kita berantas demam berdarah! Jaga kebersihan, hancurkan tempat-tempat berkembang biak nyamuk, dan gunakan pakaian pelindung saat perlu. Bersama-sama, kita cegah demam berdarah dan jaga kesehatan kita#PDIPerjuangan",0,0,0,36,['#PDIPerjuangan'],[],[],https://pbs.twimg.com/profile_images/1815290652487462913/aB_Duvg9_normal.jpg,https://x.com/DPPBMI/status/1784814983093813467,tweet_id:1784814983093813467
